img_name;folder;image;section;category;dist;extent;slope;pwp_limit;pwp_middle
Pieza_01_foto0118_1;1;118;1;1;4;0.519921875;0.007747514510001677;0.6059835271317829;0.6031068313953488
Pieza_01_foto0118_2;1;118;2;1;9;0.641796875;0.03022481397938436;0.5269137041284404;0.5077408256880734
Pieza_01_foto0118_3;1;118;3;1;4;0.569921875;0.0077499960858605655;0.513159890776699;0.5105810072815534
Pieza_01_foto0118_4;1;118;4;1;5;0.3701171875;0.01816157906010668;0.5069568452380953;0.5036830357142857
Pieza_01_foto118_0;1;118;0;1;4;0.4703125;0.014946175097007066;0.4986607142857143;0.4968377976190476
Pieza_01_foto118_1;1;118;1;1;4;0.49375;0.007210852686499981;0.5728011592741935;0.5711630544354839
Pieza_01_foto118_2;1;118;2;1;9;0.615234375;0.028357893755747824;0.5200376157407407;0.5098379629629629
Pieza_01_foto118_3;1;118;3;1;3;0.451171875;0.002367568629110958;0.6001802884615385;0.6001802884615385
Pieza_01_foto118_4;1;118;4;1;4;0.47421875;-0.004264041925803181;0.4988243325242718;0.4963592233009709
Pieza_01_foto0119_0;1;119;0;1;4;0.545703125;-0.0015015283413474425;0.5166766826923077;0.5149864783653846
Pieza_01_foto0119_1;1;119;1;1;4;0.651953125;0.01174080636371677;0.5119767099056604;0.5055645636792453
Pieza_01_foto0119_2;1;119;2;1;4;0.4625;-0.0016986716824869145;0.5127328725961539;0.5119065504807693
Pieza_01_foto0119_3;1;119;3;1;6;0.5251116071428571;0.009757486441277495;0.5252800707547169;0.521484375
Pieza_01_foto0119_4;1;119;4;1;6;0.4896763392857143;0.010721865031277221;0.5181439836448598;0.5131425233644861
Pieza_01_foto119_0;1;119;0;1;9;0.5787109375;0.02178499780939424;0.5703125;0.5592552923387096
Pieza_01_foto119_1;1;119;1;1;4;0.61640625;0.007459240024435873;0.500221108490566;0.4952461674528302
Pieza_01_foto119_2;1;119;2;1;4;0.41796875;-0.0030258902662288747;0.4961316747572816;0.4953352548543689
Pieza_01_foto119_3;1;119;3;1;4;0.478515625;0.004061773694854003;0.4943617334905661;0.4927034198113208
Pieza_01_foto119_4;1;119;4;1;4;0.521875;-0.0032128630157417155;0.4913910800970874;0.4892672936893204
Pieza_01_foto0138_0;1;138;0;2;28;0.4076643318965517;0.11607514492821602;0.4805595930232558;0.4435864825581395
Pieza_01_foto0138_1;1;138;1;2;27;0.27992466517857145;0.022168658235745816;0.460813492063492;0.4407242063492064
Pieza_01_foto0138_2;1;138;2;2;7;0.684814453125;-0.00534725706674757;0.4590198863636364;0.4513139204545454
Pieza_01_foto0138_3;1;138;3;2;28;0.27902747844827586;-0.031607622099400816;0.4511564960629921;0.4316252460629921
Pieza_01_foto0138_4;1;138;4;2;10;0.3142755681818182;0.023503012401506984;0.3946487312030075;0.3907131109022556
Pieza_01_foto138_0;1;138;0;2;8;0.2957899305555556;0.02121826975781756;0.4248676915322581;0.4217489919354839
Pieza_01_foto138_1;1;138;1;2;28;0.2776131465517241;-0.03353035647390037;0.4587229330708662;0.4392224409448819
Pieza_01_foto138_2;1;138;2;2;6;0.6322544642857143;-0.00024746325160711233;0.4724099099099099;0.4643862612612613
Pieza_01_foto138_3;1;138;3;2;29;0.309375;0.012041139171169276;0.4719002016129033;0.4480846774193548
Pieza_01_foto138_4;1;138;4;2;27;0.34095982142857145;0.10266006283443556;0.4705062984496124;0.4426477713178295
Pieza_01_foto0152_0;1;152;0;1;4;0.511328125;-0.007149853821313779;0.5055147058823529;0.5040211397058824
Pieza_01_foto0152_1;1;152;1;2;4;0.562890625;0.00845032877199218;0.5126116071428571;0.5107514880952381
Pieza_01_foto0152_2;1;152;2;2;4;0.32890625;0.006258057467496996;0.5063100961538461;0.5055213341346154
Pieza_01_foto0152_3;1;152;3;1;4;0.398046875;-0.0063627024981290385;0.5096529447115384;0.5089017427884616
Pieza_01_foto0152_4;1;152;4;1;3;0.623046875;-0.00441106057730855;0.5;0.4927563713592233
Pieza_01_foto152_0;1;152;0;1;3;0.58984375;-0.005598377815916037;0.4890397451456311;0.4890397451456311
Pieza_01_foto152_1;1;152;1;1;5;0.4449869791666667;-0.01125542204716558;0.4922619047619048;0.4915178571428571
Pieza_01_foto152_2;1;152;2;2;6;0.4988839285714286;0.003628812624755098;0.4905877976190477;0.4884300595238095
Pieza_01_foto152_3;1;152;3;1;5;0.3824869791666667;0.005805137334339664;0.4839696344339622;0.4822744693396226
Pieza_01_foto152_4;1;152;4;1;4;0.64453125;-0.008910225663473992;0.4973831917475728;0.4921116504854369
Pieza_01_foto0153_0;1;153;0;2;4;0.416015625;-0.004876228292353946;0.5056175595238095;0.5036458333333333
Pieza_01_foto0153_1;1;153;1;1;3;0.33544921875;0.002329639848573409;0.5033428485576923;0.5003756009615384
Pieza_01_foto0153_2;1;153;2;2;10;0.3510298295454545;0.01730341049893799;0.4989701704545455;0.4913707386363637
Pieza_01_foto0153_3;1;153;3;1;3;0.564453125;0.0038736006422550283;0.5119030070754716;0.5074071344339622
Pieza_01_foto0153_4;1;153;4;1;3;0.6416015625;0.0022409618777955603;0.4957873774509804;0.4892003676470588
Pieza_01_foto153_0;1;153;0;1;3;0.67724609375;0.005169497940630992;0.4826683859223301;0.4826683859223301
Pieza_01_foto153_1;1;153;1;1;6;0.6085379464285714;0.01444855765946711;0.48828125;0.4836309523809524
Pieza_01_foto153_2;1;153;2;2;11;0.2939453125;0.011203709282285444;0.477734375;0.4709517045454546
Pieza_01_foto153_3;1;153;3;1;3;0.30810546875;0.0024907611711992212;0.4915865384615384;0.4915865384615384
Pieza_01_foto153_4;1;153;4;2;5;0.4990234375;-0.011343029517004992;0.4853422619047619;0.4836309523809524
Pieza_01_foto0184_0;1;184;0;2;4;0.599609375;-0.0008838500738291614;0.5143601190476189;0.5107514880952381
Pieza_01_foto0184_1;1;184;1;1;5;0.5953776041666666;-0.008660498022200149;0.4886754587155963;0.4795011467889908
Pieza_01_foto0184_2;1;184;2;1;4;0.487890625;0.0061894975550988605;0.5042747641509434;0.5033903301886793
Pieza_01_foto0184_3;1;184;3;1;1;0.384765625;-0.0006888460751918545;0.5075827205882353;0.5075827205882353
Pieza_01_foto0184_4;1;184;4;2;10;0.5191761363636364;0.032332034477098245;0.5110273783185839;0.5017629977876106
Pieza_01_foto184_0;1;184;0;2;10;0.4888139204545455;0.014541255466335924;0.4857599431818182;0.476953125
Pieza_01_foto184_1;1;184;1;1;3;0.4951171875;-0.010155118270517254;0.4850324876237624;0.4850324876237624
Pieza_01_foto184_2;1;184;2;2;3;0.4306640625;0.00015534885527312246;0.4878305288461538;0.4878305288461538
Pieza_01_foto184_3;1;184;3;2;15;0.7330322265625;-0.02088392695811823;0.4718455188679245;0.44490713443396224
Pieza_01_foto184_4;1;184;4;1;5;0.6468098958333334;-0.0013193147850271035;0.4942336309523809;0.48984375
Pieza_01_foto0185_0;1;185;0;1;3;0.52490234375;-0.002046948177029734;0.5057663690476191;0.5002604166666667
Pieza_01_foto0185_1;1;185;1;1;5;0.3828125;0.008823289069775704;0.5168297313084113;0.5134710864485982
Pieza_01_foto0185_2;1;185;2;1;2;0.4954427083333333;0.0015403556310117433;0.5146292892156863;0.5146292892156863
Pieza_01_foto0185_3;1;185;3;1;5;0.5992838541666666;-0.00441695923883169;0.5104910714285714;0.5013020833333334
Pieza_01_foto0185_4;1;185;4;1;8;0.7267795138888888;0.006858494571039775;0.5095409292035398;0.4944690265486726
Pieza_01_foto185_0;1;185;0;1;10;0.6631747159090909;0.010939852863529428;0.4985135508849558;0.4846861172566372
Pieza_01_foto185_1;1;185;1;1;6;0.5198102678571429;-0.0028481293294091033;0.4822916666666667;0.4762276785714286
Pieza_01_foto185_2;1;185;2;1;3;0.56201171875;0.007093913744457883;0.4976486650485437;0.4976486650485437
Pieza_01_foto185_3;1;185;3;1;7;0.475830078125;0.012957179243841556;0.5070167824074074;0.5036892361111112
Pieza_01_foto185_4;1;185;4;1;5;0.5237630208333334;-0.004018671858317347;0.4920032429245283;0.4891288325471698
Pieza_01_foto0219_0;1;219;0;1;6;0.5368303571428571;-0.01660328298872009;0.5120907738095238;0.5095610119047619
Pieza_01_foto0219_1;1;219;1;1;4;0.4015625;-0.011868086875627844;0.4954366238317757;0.493793808411215
Pieza_01_foto0219_2;1;219;2;1;16;0.7984834558823529;-0.046711117659331884;0.6024338942307692;0.5654447115384615
Pieza_01_foto0219_3;1;219;3;1;4;0.21015625;-0.0077547443030256845;0.5194575471698113;0.5186468160377359
Pieza_01_foto0219_4;1;219;4;2;7;0.623291015625;-0.03277481772293886;0.6236598996350365;0.6108861770072993
Pieza_01_foto219_0;1;219;0;2;5;0.5348307291666666;-0.017789475708982268;0.6626506024096386;0.6603445030120482
Pieza_01_foto219_1;1;219;1;2;5;0.306640625;-0.01690832234898413;0.6225167410714286;0.6217912946428571
Pieza_01_foto219_2;1;219;2;1;4;0.48984375;-0.007940747665631643;0.50439453125;0.5010141225961539
Pieza_01_foto219_3;1;219;3;1;5;0.4873046875;-0.011643696757047541;0.4899027122641509;0.4884655070754717
Pieza_01_foto219_4;1;219;4;1;8;0.5850694444444444;-0.02346461121421495;0.4979166666666667;0.4900669642857143
Pieza_01_foto0255_0;1;255;0;1;3;0.26416015625;-0.0078007123282047095;0.5102163461538461;0.5089017427884616
Pieza_01_foto0255_1;1;255;1;1;3;0.3408203125;-0.003263875766581347;0.5181659587378641;0.5171040655339806
Pieza_01_foto0255_2;1;255;2;2;11;0.6306966145833334;0.026382192967655455;0.5232282366071429;0.5041155133928571
Pieza_01_foto0255_3;1;255;3;1;8;0.6610243055555556;-0.004316733938721599;0.6257868705035972;0.6134498651079137
Pieza_01_foto0255_4;1;255;4;1;3;0.4150390625;0.00010960510469268295;0.5206473214285714;0.5187872023809523
Pieza_01_foto255_0;1;255;0;1;4;0.465625;-0.0014679668658907404;0.5032677283653846;0.5018780048076923
Pieza_01_foto255_1;1;255;1;1;7;0.605224609375;-0.009822609574858556;0.6862836826347305;0.6817224925149701
Pieza_01_foto255_2;1;255;2;2;12;0.6817908653846154;0.03541257365471303;0.5220040137614679;0.4987456995412844
Pieza_01_foto255_3;1;255;3;1;5;0.4358723958333333;-0.005990869089181318;0.5012515169902912;0.5002275485436893
Pieza_01_foto255_4;1;255;4;1;3;0.2529296875;-0.006982874018464595;0.5001878004807693;0.5001878004807693
Pieza_01_foto0277_0;1;277;0;1;2;0.3567708333333333;0.00013789223446092398;0.4814828725961538;0.4814828725961538
Pieza_01_foto0277_1;1;277;1;1;3;0.62060546875;0.003214789314194322;0.4448490466101695;0.4448490466101695
Pieza_01_foto0277_2;1;277;2;1;5;0.2972005208333333;0.0026769231312279164;0.4456208881578948;0.4446271929824561
Pieza_01_foto0277_3;1;277;3;2;10;0.3817471590909091;0.0148963459073717;0.47509765625;0.467041015625
Pieza_01_foto0277_4;1;277;4;1;3;0.57861328125;-0.0067644625327042225;0.4665482954545455;0.4665482954545455
Pieza_01_foto277_0;1;277;0;1;3;0.52197265625;-0.007089677095532875;0.5009014423076923;0.4979717548076923
Pieza_01_foto277_1;1;277;1;2;9;0.387890625;0.011691428216750495;0.4900948660714286;0.48193359375
Pieza_01_foto277_2;1;277;2;1;6;0.3630022321428572;0.005553872812825789;0.481892523364486;0.4798481308411215
Pieza_01_foto277_3;1;277;3;1;3;0.64501953125;0.003130123714413475;0.5056715745192307;0.4984224759615384
Pieza_01_foto277_4;1;277;4;1;2;0.20247395833333331;-0.0008372360744093562;0.4961703431372549;0.4961703431372549
Pieza_01_foto0318_0;1;318;0;1;3;0.19580078125;0.007877522700899553;0.4791420990566038;0.4791420990566038
Pieza_01_foto0318_1;1;318;1;2;8;0.345703125;-0.025975807533319517;0.4654017857142857;0.4611467633928572
Pieza_01_foto0318_2;1;318;2;1;4;0.4;-0.01576156292746437;0.4953125;0.4938244047619048
Pieza_01_foto0318_3;1;318;3;1;2;0.611328125;-0.0020852310765279805;0.4838819781553398;0.4838819781553398
Pieza_01_foto0318_4;1;318;4;1;12;0.2955228365384616;0.006919044187746146;0.3553349743150685;0.3497699058219178
Pieza_01_foto318_0;1;318;0;2;8;0.3038194444444444;0.005062808426637849;0.4752956081081081;0.4711782094594595
Pieza_01_foto318_1;1;318;1;1;3;0.40576171875;-0.006397112160795983;0.5060471754807693;0.5045447716346154
Pieza_01_foto318_2;1;318;2;2;5;0.6533203125;0.0020092251754656822;0.6043402777777778;0.5955729166666667
Pieza_01_foto318_3;1;318;3;2;6;0.3035714285714285;-0.020441037768221832;0.4702018805309735;0.467401825221239
Pieza_01_foto318_4;1;318;4;1;3;0.21337890625;0.00823374905693768;0.4986478365384616;0.4978215144230769
Pieza_01_foto0319_0;1;319;0;1;12;0.3088942307692308;0.026172863502648316;0.43730304621848737;0.4300814075630252
Pieza_01_foto0319_1;1;319;1;2;11;0.5960286458333334;-0.012536418454712287;0.3560505319148936;0.34926307624113473
Pieza_01_foto0319_3;1;319;3;2;35;0.4258355034722222;0.06438574320483947;0.4771412037037037;0.44375
Pieza_01_foto0319_4;1;319;4;2;5;0.5654296875;-0.0070703098470591575;0.4852430555555556;0.4817346643518519
Pieza_01_foto319_0;1;319;0;2;5;0.5130208333333334;-0.005881655847262263;0.4915364583333333;0.4850983796296297
Pieza_01_foto319_1;1;319;1;2;32;0.4225260416666667;0.08970576048083187;0.46875;0.4389575559701493
Pieza_01_foto319_2;1;319;2;2;15;0.6387939453125;0.06073149293716727;0.4487653459821429;0.41591099330357145
Pieza_01_foto319_3;1;319;3;2;18;0.3812705592105263;-0.017368135645814374;0.4472155448717949;0.4408052884615384
Pieza_01_foto319_4;1;319;4;1;7;0.426025390625;0.01822305075039675;0.4442531779661017;0.4398172669491525
Pieza_01_foto0344_0;1;344;0;1;4;0.601171875;-0.003390842785377619;0.5193434495192307;0.5143855168269231
Pieza_01_foto0344_1;1;344;1;1;3;0.4072265625;-0.0012506186246478831;0.5157376802884616;0.5146484375
Pieza_01_foto0344_2;1;344;2;1;3;0.42822265625;0.007376046565577745;0.5168504901960784;0.5149739583333334
Pieza_01_foto0344_3;1;344;3;1;6;0.6459263392857143;-0.01697070354175358;0.5162091121495327;0.5056585864485982
Pieza_01_foto0344_4;1;344;4;1;4;0.480859375;0.0049134214948491255;0.5277529761904762;0.5265997023809523
Pieza_01_foto344_0;1;344;0;1;5;0.6057942708333334;-0.0007487531418648637;0.6183116007194245;0.6160071942446043
Pieza_01_foto344_1;1;344;1;1;9;0.607421875;-0.021646471991355817;0.5929966517857143;0.5846540178571429
Pieza_01_foto344_2;1;344;2;1;3;0.4130859375;0.009631191016586715;0.4966299019607843;0.4966299019607843
Pieza_01_foto368_0;1;368;0;1;6;0.3529575892857143;-0.024669714845261502;0.5033166273584906;0.5000737028301887
Pieza_01_foto368_1;1;368;1;1;5;0.537109375;-0.0017386786977928385;0.4975905373831776;0.4913113317757009
Pieza_01_foto368_2;1;368;2;2;13;0.5615234375;-0.0164774776574085;0.4947248931623932;0.4811030982905983
Pieza_01_foto368_3;1;368;3;1;5;0.4348958333333333;0.006441682316768106;0.4962439903846154;0.4928260216346154
Pieza_01_foto368_4;1;368;4;1;5;0.6038411458333334;-0.011494572953769254;0.5107886904761905;0.5031622023809523
Pieza_01_foto0369_0;1;369;0;2;15;0.6639404296875;0.03341456161908304;0.5174946581196581;0.4989983974358974
Pieza_01_foto0369_1;1;369;1;1;4;0.54609375;0.005523161773408342;0.4972205528846154;0.49560546875
Pieza_01_foto0369_2;1;369;2;2;7;0.614013671875;0.0019039043676805968;0.6078840648854962;0.6046040076335878
Pieza_01_foto0369_3;1;369;3;1;5;0.404296875;0.0062278195301543725;0.4993303571428571;0.4975818452380952
Pieza_01_foto0369_4;1;369;4;2;25;0.32572115384615385;-0.07837539148675866;0.4683125;0.45325
Pieza_01_foto369_0;1;369;0;2;24;0.35859375;-0.08416869985772173;0.48021875;0.46321875
Pieza_01_foto369_1;1;369;1;1;5;0.4645182291666667;0.013981689098744443;0.5123139880952381;0.5068452380952381
Pieza_01_foto369_2;1;369;2;1;7;0.543212890625;0.009041718875646226;0.5993088942307693;0.5929987980769231
Pieza_01_foto369_3;1;369;3;1;4;0.525390625;0.003333479231408938;0.5053335336538461;0.5038311298076923
Pieza_01_foto369_4;1;369;4;2;14;0.7096354166666666;0.02660809859994857;0.5296672952586207;0.5044113685344828
Pieza_01_foto0416_0;1;416;0;2;12;0.4520733173076923;0.008118811137695098;0.382232666015625;0.37493896484375
Pieza_01_foto0416_1;1;416;1;2;11;0.458984375;-0.0018021339806784415;0.3791360294117647;0.3751148897058824
Pieza_01_foto0416_2;1;416;2;2;30;0.4569052419354839;-0.1297929180240561;0.4863435039370079;0.4426980807086614
Pieza_01_foto0416_3;1;416;3;1;42;0.3367550872093023;0.02076118603346619;0.4719513627819549;0.43550281954887216
Pieza_01_foto0416_4;1;416;4;1;6;0.4486607142857143;-0.021516123809442646;0.4487390350877193;0.4459978070175439
Pieza_01_foto416_0;1;416;0;1;10;0.4064275568181818;-0.03425031649221785;0.4487179487179487;0.44464476495726496
Pieza_01_foto416_1;1;416;1;1;8;0.5297309027777778;-0.010921968853053536;0.3836805555555556;0.37864583333333335
Pieza_01_foto416_2;1;416;2;2;33;0.4771943933823529;-0.13892918824067738;0.475006103515625;0.427398681640625
Pieza_01_foto416_3;1;416;3;2;14;0.3958333333333333;-0.0018128604160796648;0.40601503759398494;0.4017857142857143
Pieza_01_foto416_4;1;416;4;2;10;0.5134943181818182;0.0052080778825859;0.4006529850746269;0.39348180970149255
Pieza_01_foto0437_0;1;437;0;2;5;0.521484375;-0.0022698155060206435;0.5047701322115384;0.4967322716346154
Pieza_01_foto0437_1;1;437;1;1;8;0.5713975694444444;0.024148213316255527;0.5121889467592593;0.5024594907407407
Pieza_01_foto0437_2;1;437;2;1;6;0.5764508928571429;0.01122368312409;0.5193838443396226;0.5130085495283019
Pieza_01_foto0437_3;1;437;3;1;6;0.5209263392857143;0.0027314545957502164;0.6783431412337663;0.6758827110389611
Pieza_01_foto0437_4;1;437;4;1;6;0.4617745535714286;0.010478346554344443;0.5211158608490566;0.5171727594339622
Pieza_01_foto437_0;1;437;0;1;7;0.512451171875;0.008525176918372542;0.5102078419811321;0.5056014150943396
Pieza_01_foto437_1;1;437;1;1;5;0.4339192708333333;-0.003865809557401385;0.6737520292207793;0.6726613230519479
Pieza_01_foto437_2;1;437;2;1;7;0.6123046875;0.008797202191225905;0.48448555424528295;0.4770784198113208
Pieza_01_foto437_3;1;437;3;1;30;0.7918976814516129;0.10003260336608504;0.4936872209821429;0.40478515625
Pieza_01_foto437_4;1;437;4;1;5;0.4182942708333333;-0.00832715926996483;0.4665922619047619;0.4646577380952381
Pieza_01_foto0460_0;1;460;0;1;5;0.302734375;-0.011095440602468016;0.4700766509433962;0.4679392688679245
Pieza_01_foto0460_1;1;460;1;2;9;0.48359375;-0.002550473157525802;0.4369834710743802;0.4275568181818182
Pieza_01_foto0460_2;1;460;2;2;52;0.6493956367924528;0.08865762330062649;0.5607892335766423;0.4586279653284672
Pieza_01_foto0460_3;1;460;3;2;10;0.6214488636363636;-0.022608933486042503;0.477497329059829;0.4643763354700854
Pieza_01_foto0460_4;1;460;4;2;10;0.4918323863636364;-0.019271686624865475;0.4454884572072072;0.4387668918918919
Pieza_01_foto460_0;1;460;0;2;8;0.5238715277777778;-0.0029738235602109037;0.4714569627192983;0.4647752192982456
Pieza_01_foto460_1;1;460;1;2;9;0.5904296875;-0.027828355095659358;0.4993489583333333;0.4850603070175439
Pieza_01_foto460_2;1;460;2;2;52;0.5845739976415094;0.06860803144404523;0.5541523972602739;0.4737799657534247
Pieza_01_foto460_3;1;460;3;2;12;0.5049579326923077;-0.000809418496365191;0.3792317708333333;0.3671603732638889
Pieza_01_foto460_4;1;460;4;1;5;0.4547526041666667;-0.01038698389559193;0.4975309551886792;0.4931824882075472
Pieza_01_foto0461_0;1;461;0;2;10;0.5612571022727273;0.03950913864555219;0.4792370495495496;0.4633657094594595
Pieza_01_foto0461_1;1;461;1;1;6;0.5597098214285714;-0.006114582467141121;0.4563240840517242;0.4527545797413794
Pieza_01_foto0461_2;1;461;2;1;8;0.6336805555555556;-0.02586710437490124;0.502006880733945;0.4924025229357798
Pieza_01_foto0461_3;1;461;3;1;4;0.58359375;0.0005651670278753451;0.4852511682242991;0.4792640186915888
Pieza_01_foto0461_4;1;461;4;1;5;0.5087890625;-0.018119705929359117;0.4559151785714286;0.455078125
Pieza_01_foto461_0;1;461;0;2;7;0.465087890625;-0.024904014102079097;0.4708426339285714;0.4653669084821429
Pieza_01_foto461_1;1;461;1;1;5;0.6064453125;-0.006818123496979293;0.41912841796875;0.410430908203125
Pieza_01_foto461_2;1;461;2;1;7;0.675537109375;-0.027224542925447282;0.5084217316513762;0.4931551032110092
Pieza_01_foto461_3;1;461;3;1;7;0.512939453125;-0.006914233006747187;0.4665274784482759;0.4613752693965517
Pieza_01_foto461_4;1;461;4;2;8;0.6011284722222222;0.0338822083490454;0.490357545045045;0.4749788851351352
Pieza_01_foto0521_0;1;521;0;2;14;0.697265625;0.037264480955576;0.5262567934782608;0.4963654891304348
Pieza_01_foto0521_1;1;521;1;1;11;0.6764322916666666;-0.016741783612949254;0.5241413288288288;0.5031320382882883
Pieza_01_foto0521_2;1;521;2;1;5;0.5052083333333334;-0.008562662154015717;0.5196439302884616;0.5134465144230769
Pieza_01_foto0521_3;1;521;3;2;9;0.6685546875;-0.0265891913502517;0.5205346903669725;0.4973838876146789
Pieza_01_foto0521_4;1;521;4;2;11;0.6648763020833334;0.034094975533011905;0.5267857142857143;0.5007672991071429
Pieza_01_foto521_0;1;521;0;2;12;0.6696213942307693;0.048912053067026284;0.5154506138392857;0.4916643415178572
Pieza_01_foto521_1;1;521;1;2;10;0.58984375;-0.0197185062787764;0.5072142454954955;0.4908854166666667
Pieza_01_foto521_2;1;521;2;1;5;0.453125;-0.012924043103956822;0.5067232572115384;0.5051832932692307
Pieza_01_foto521_3;1;521;3;2;11;0.70263671875;-0.026537593407786317;0.5043556415929203;0.4866219579646018
Pieza_01_foto521_4;1;521;4;2;16;0.646484375;0.040369575418531166;0.5177128232758621;0.4851158405172414
Pieza_01_foto0545_0;1;545;0;1;4;0.546484375;-0.004654328361224369;0.3383556547619048;0.3357249149659864
Pieza_01_foto0545_1;1;545;1;2;4;0.540234375;-0.006213105820392183;0.3776041666666667;0.37409156976744173
Pieza_01_foto0545_2;1;545;2;2;10;0.6962002840909091;0.027142094480790784;0.4193300189393939;0.4015447443181818
Pieza_01_foto0545_3;1;545;3;1;20;0.4560081845238095;-0.004316321089666718;0.4549126059322034;0.4334282309322034
Pieza_01_foto0545_4;1;545;4;2;8;0.5034722222222222;-0.01014956058107222;0.4945459905660378;0.4877653301886792
Pieza_01_foto545_0;1;545;0;1;37;0.7711245888157895;-0.10084745498892528;0.5921702665441176;0.5101677389705882
Pieza_01_foto545_1;1;545;1;2;18;0.4698807565789474;-0.01820189303352666;0.4538471638655462;0.4336594012605042
Pieza_01_foto545_2;1;545;2;2;11;0.6857096354166666;0.02354361128533255;0.4279747596153846;0.4057692307692308
Pieza_01_foto545_3;1;545;3;2;3;0.560546875;-0.006736924819154592;0.4831730769230769;0.4787409855769231
Pieza_01_foto545_4;1;545;4;2;5;0.4837239583333333;-0.003985632753897586;0.4894831730769231;0.4840369591346154
Pieza_02_foto028_1;2;28;1;3;7;0.348876953125;0.0187994648507872;0.2979681669776119;0.2967583955223881
Pieza_02_foto28_3;2;28;3;3;50;0.7806372549019608;0.2022645635382464;0.6247169384057971;0.5088881340579711
Pieza_02_foto066_0;2;66;0;2;12;0.4891826923076923;-0.008776540593199994;0.4860142299107143;0.4734584263392857
Pieza_02_foto066_1;2;66;1;2;26;0.3255931712962963;0.09959769769855636;0.5015419407894737;0.4895405016447368
Pieza_02_foto066_2;2;66;2;1;5;0.5559895833333334;0.01352872594213557;0.5033166273584906;0.5006633254716981
Pieza_02_foto066_3;2;66;3;1;9;0.617578125;0.017136086714831973;0.4825750612745098;0.4738817401960784
